timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1728224712607,545,Formulario,200,OK,Usuarios 1-4,text,true,,47642,1829,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,182,0,0
1728224712607,182,Formulario-0,301,Moved Permanently,Usuarios 1-4,text,true,,434,775,1,1,http://demo.serenity.is/Northwind/Supplier#edit/18,182,0,0
1728224712790,181,Formulario-1,302,Found,Usuarios 1-4,,true,,291,512,1,1,https://demo.serenity.is/Northwind/Supplier,181,0,0
1728224712971,181,Formulario-2,200,OK,Usuarios 1-4,text,true,,46917,542,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,180,0,0
1728224713153,183,Cerrar sesión,301,Moved Permanently,Usuarios 1-4,text,true,,426,504,1,1,http://demo.serenity.is/Account/Signout,183,0,0
1728224728478,1277,Iniciar sesión,200,OK,Usuarios 1-5,text,true,,47663,372,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,377,0,196
1728224728478,377,Iniciar sesión-0,301,Moved Permanently,Usuarios 1-5,text,true,,477,186,1,1,http://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,377,0,196
1728224728856,899,Iniciar sesión-1,200,OK,Usuarios 1-5,text,true,,47186,186,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,729,0,381
1728224729756,545,Formulario,200,OK,Usuarios 1-5,text,true,,47642,1829,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,183,0,0
1728224729756,183,Formulario-0,301,Moved Permanently,Usuarios 1-5,text,true,,434,775,1,1,http://demo.serenity.is/Northwind/Supplier#edit/18,183,0,0
1728224729940,179,Formulario-1,302,Found,Usuarios 1-5,,true,,291,512,1,1,https://demo.serenity.is/Northwind/Supplier,179,0,0
1728224730119,182,Formulario-2,200,OK,Usuarios 1-5,text,true,,46917,542,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,181,0,0
1728224730305,173,Cerrar sesión,301,Moved Permanently,Usuarios 1-5,text,true,,426,504,1,1,http://demo.serenity.is/Account/Signout,173,0,0
1728224746480,1261,Iniciar sesión,200,OK,Usuarios 1-6,text,true,,47671,372,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,365,0,177
1728224746480,365,Iniciar sesión-0,301,Moved Permanently,Usuarios 1-6,text,true,,477,186,1,1,http://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,365,0,177
1728224746846,895,Iniciar sesión-1,200,OK,Usuarios 1-6,text,true,,47194,186,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,721,0,366
1728224747742,534,Formulario,200,OK,Usuarios 1-6,text,true,,47642,1829,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,176,0,0
1728224747742,176,Formulario-0,301,Moved Permanently,Usuarios 1-6,text,true,,434,775,1,1,http://demo.serenity.is/Northwind/Supplier#edit/18,176,0,0
1728224747919,175,Formulario-1,302,Found,Usuarios 1-6,,true,,291,512,1,1,https://demo.serenity.is/Northwind/Supplier,175,0,0
1728224748095,181,Formulario-2,200,OK,Usuarios 1-6,text,true,,46917,542,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,180,0,0
1728224748277,183,Cerrar sesión,301,Moved Permanently,Usuarios 1-6,text,true,,426,504,1,1,http://demo.serenity.is/Account/Signout,182,0,0
1728224764474,3184,Iniciar sesión,200,OK,Usuarios 1-7,text,true,,47663,372,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,921,0,672
1728224764474,921,Iniciar sesión-0,301,Moved Permanently,Usuarios 1-7,text,true,,477,186,1,1,http://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,921,0,672
1728224765396,2262,Iniciar sesión-1,200,OK,Usuarios 1-7,text,true,,47186,186,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,1825,0,955
1728224767660,2248,Formulario,200,OK,Usuarios 1-7,text,true,,47642,1829,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,354,0,0
1728224767660,354,Formulario-0,301,Moved Permanently,Usuarios 1-7,text,true,,434,775,1,1,http://demo.serenity.is/Northwind/Supplier#edit/18,354,0,0
1728224768014,438,Formulario-1,302,Found,Usuarios 1-7,,true,,291,512,1,1,https://demo.serenity.is/Northwind/Supplier,438,0,0
1728224768452,1456,Formulario-2,200,OK,Usuarios 1-7,text,true,,46917,542,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,440,0,0
1728224769909,178,Cerrar sesión,301,Moved Permanently,Usuarios 1-7,text,true,,426,504,1,1,http://demo.serenity.is/Account/Signout,178,0,0
1728224782472,2021,Iniciar sesión,200,OK,Usuarios 1-8,text,true,,47663,372,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,1132,0,729
1728224782472,1132,Iniciar sesión-0,301,Moved Permanently,Usuarios 1-8,text,true,,477,186,1,1,http://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,1132,0,729
1728224783605,888,Iniciar sesión-1,200,OK,Usuarios 1-8,text,true,,47186,186,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,718,0,378
1728224784494,542,Formulario,200,OK,Usuarios 1-8,text,true,,47650,1829,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,177,0,0
1728224784494,177,Formulario-0,301,Moved Permanently,Usuarios 1-8,text,true,,434,775,1,1,http://demo.serenity.is/Northwind/Supplier#edit/18,177,0,0
1728224784671,190,Formulario-1,302,Found,Usuarios 1-8,,true,,291,512,1,1,https://demo.serenity.is/Northwind/Supplier,190,0,0
1728224784862,174,Formulario-2,200,OK,Usuarios 1-8,text,true,,46925,542,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,172,0,0
1728224785037,179,Cerrar sesión,301,Moved Permanently,Usuarios 1-8,text,true,,426,504,1,1,http://demo.serenity.is/Account/Signout,178,0,0
1728224800475,1264,Iniciar sesión,200,OK,Usuarios 1-9,text,true,,47663,372,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,377,0,190
1728224800475,377,Iniciar sesión-0,301,Moved Permanently,Usuarios 1-9,text,true,,477,186,1,1,http://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,377,0,190
1728224800853,886,Iniciar sesión-1,200,OK,Usuarios 1-9,text,true,,47186,186,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,713,0,356
1728224801739,532,Formulario,200,OK,Usuarios 1-9,text,true,,47642,1829,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,179,0,0
1728224801739,179,Formulario-0,301,Moved Permanently,Usuarios 1-9,text,true,,434,775,1,1,http://demo.serenity.is/Northwind/Supplier#edit/18,179,0,0
1728224801919,176,Formulario-1,302,Found,Usuarios 1-9,,true,,291,512,1,1,https://demo.serenity.is/Northwind/Supplier,176,0,0
1728224802095,176,Formulario-2,200,OK,Usuarios 1-9,text,true,,46917,542,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,175,0,0
1728224802272,176,Cerrar sesión,301,Moved Permanently,Usuarios 1-9,text,true,,426,504,1,1,http://demo.serenity.is/Account/Signout,176,0,0
1728224818471,1311,Iniciar sesión,200,OK,Usuarios 1-10,text,true,,47663,372,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,352,0,170
1728224818471,352,Iniciar sesión-0,301,Moved Permanently,Usuarios 1-10,text,true,,477,186,1,1,http://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,352,0,170
1728224818824,958,Iniciar sesión-1,200,OK,Usuarios 1-10,text,true,,47186,186,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,771,0,365
1728224819783,552,Formulario,200,OK,Usuarios 1-10,text,true,,47642,1829,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,202,0,0
1728224819783,202,Formulario-0,301,Moved Permanently,Usuarios 1-10,text,true,,434,775,1,1,http://demo.serenity.is/Northwind/Supplier#edit/18,202,0,0
1728224819985,171,Formulario-1,302,Found,Usuarios 1-10,,true,,291,512,1,1,https://demo.serenity.is/Northwind/Supplier,171,0,0
1728224820156,179,Formulario-2,200,OK,Usuarios 1-10,text,true,,46917,542,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,178,0,0
1728224820339,179,Cerrar sesión,301,Moved Permanently,Usuarios 1-10,text,true,,426,504,1,1,http://demo.serenity.is/Account/Signout,179,0,0
