timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1728233593814,1057,Formulario,200,OK,Usuarios 2-1,text,true,,47377,1829,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,182,0,0
1728233593814,182,Formulario-0,301,Moved Permanently,Usuarios 2-1,text,true,,434,775,1,1,http://demo.serenity.is/Northwind/Supplier#edit/18,182,0,0
1728233593997,177,Formulario-1,302,Found,Usuarios 2-1,,true,,291,512,1,1,https://demo.serenity.is/Northwind/Supplier,177,0,0
1728233594174,697,Formulario-2,200,OK,Usuarios 2-1,text,true,,46652,542,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,348,0,0
1728233594872,182,Cerrar sesión,301,Moved Permanently,Usuarios 2-1,text,true,,426,504,1,1,http://demo.serenity.is/Account/Signout,181,0,0
1728233600675,3092,Iniciar sesión,200,OK,Usuarios 2-2,text,true,,47406,372,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,1003,0,562
1728233600675,1003,Iniciar sesión-0,301,Moved Permanently,Usuarios 2-2,text,true,,477,186,1,1,http://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,1003,0,562
1728233601679,2088,Iniciar sesión-1,200,OK,Usuarios 2-2,text,true,,46929,186,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,1648,0,649
1728233603768,2369,Formulario,200,OK,Usuarios 2-2,text,true,,47385,1829,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,438,0,0
1728233603768,438,Formulario-0,301,Moved Permanently,Usuarios 2-2,text,true,,434,775,1,1,http://demo.serenity.is/Northwind/Supplier#edit/18,438,0,0
1728233604206,361,Formulario-1,302,Found,Usuarios 2-2,,true,,291,512,1,1,https://demo.serenity.is/Northwind/Supplier,361,0,0
1728233604568,1569,Formulario-2,200,OK,Usuarios 2-2,text,true,,46660,542,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,452,0,0
1728233606138,177,Cerrar sesión,301,Moved Permanently,Usuarios 2-2,text,true,,426,504,1,1,http://demo.serenity.is/Account/Signout,177,0,0
1728233606659,1247,Iniciar sesión,200,OK,Usuarios 1-2,text,true,,47398,372,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,358,0,177
1728233606659,359,Iniciar sesión-0,301,Moved Permanently,Usuarios 1-2,text,true,,477,186,1,1,http://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,358,0,177
1728233607018,888,Iniciar sesión-1,200,OK,Usuarios 1-2,text,true,,46921,186,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,713,0,375
1728233607907,547,Formulario,200,OK,Usuarios 1-2,text,true,,47377,1829,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,180,0,0
1728233607907,180,Formulario-0,301,Moved Permanently,Usuarios 1-2,text,true,,434,775,1,1,http://demo.serenity.is/Northwind/Supplier#edit/18,180,0,0
1728233608088,175,Formulario-1,302,Found,Usuarios 1-2,,true,,291,512,1,1,https://demo.serenity.is/Northwind/Supplier,175,0,0
1728233608263,191,Formulario-2,200,OK,Usuarios 1-2,text,true,,46652,542,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,189,0,0
1728233608455,183,Cerrar sesión,301,Moved Permanently,Usuarios 1-2,text,true,,426,504,1,1,http://demo.serenity.is/Account/Signout,183,0,0
1728233612673,1286,Iniciar sesión,200,OK,Usuarios 2-3,text,true,,47406,372,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,363,0,180
1728233612673,363,Iniciar sesión-0,301,Moved Permanently,Usuarios 2-3,text,true,,477,186,1,1,http://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,363,0,180
1728233613037,922,Iniciar sesión-1,200,OK,Usuarios 2-3,text,true,,46929,186,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,733,0,380
1728233613965,2665,Formulario,200,OK,Usuarios 2-3,text,true,,47377,1829,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,177,0,0
1728233613965,177,Formulario-0,301,Moved Permanently,Usuarios 2-3,text,true,,434,775,1,1,http://demo.serenity.is/Northwind/Supplier#edit/18,177,0,0
1728233614142,534,Formulario-1,302,Found,Usuarios 2-3,,true,,291,512,1,1,https://demo.serenity.is/Northwind/Supplier,534,0,0
1728233614676,1954,Formulario-2,200,OK,Usuarios 2-3,text,true,,46652,542,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,436,0,0
1728233616631,561,Cerrar sesión,301,Moved Permanently,Usuarios 2-3,text,true,,426,504,1,1,http://demo.serenity.is/Account/Signout,561,0,0
1728233624675,1236,Iniciar sesión,200,OK,Usuarios 2-4,text,true,,47398,372,1,2,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,357,0,180
1728233624675,357,Iniciar sesión-0,301,Moved Permanently,Usuarios 2-4,text,true,,477,186,1,2,http://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,357,0,180
1728233625034,877,Iniciar sesión-1,200,OK,Usuarios 2-4,text,true,,46921,186,1,2,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,707,0,357
1728233624658,1260,Iniciar sesión,200,OK,Usuarios 1-3,text,true,,47398,372,1,2,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,358,0,180
1728233624658,358,Iniciar sesión-0,301,Moved Permanently,Usuarios 1-3,text,true,,477,186,1,2,http://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,358,0,180
1728233625017,901,Iniciar sesión-1,200,OK,Usuarios 1-3,text,true,,46921,186,1,2,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,726,0,363
1728233625912,549,Formulario,200,OK,Usuarios 2-4,text,true,,47377,1829,1,2,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,180,0,0
1728233625912,180,Formulario-0,301,Moved Permanently,Usuarios 2-4,text,true,,434,775,1,2,http://demo.serenity.is/Northwind/Supplier#edit/18,180,0,0
1728233626092,180,Formulario-1,302,Found,Usuarios 2-4,,true,,291,512,1,2,https://demo.serenity.is/Northwind/Supplier,180,0,0
1728233626273,188,Formulario-2,200,OK,Usuarios 2-4,text,true,,46652,542,1,2,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,186,0,0
1728233625919,549,Formulario,200,OK,Usuarios 1-3,text,true,,47377,1829,1,2,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,182,0,0
1728233625919,182,Formulario-0,301,Moved Permanently,Usuarios 1-3,text,true,,434,775,1,2,http://demo.serenity.is/Northwind/Supplier#edit/18,182,0,0
1728233626101,177,Formulario-1,302,Found,Usuarios 1-3,,true,,291,512,1,2,https://demo.serenity.is/Northwind/Supplier,177,0,0
1728233626279,189,Formulario-2,200,OK,Usuarios 1-3,text,true,,46652,542,1,2,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,188,0,0
1728233626523,180,Cerrar sesión,301,Moved Permanently,Usuarios 1-3,text,true,,426,504,1,2,http://demo.serenity.is/Account/Signout,180,0,0
1728233626523,180,Cerrar sesión,301,Moved Permanently,Usuarios 2-4,text,true,,426,504,1,2,http://demo.serenity.is/Account/Signout,180,0,0
1728233636686,1221,Iniciar sesión,200,OK,Usuarios 2-5,text,true,,47398,372,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,358,0,180
1728233636686,358,Iniciar sesión-0,301,Moved Permanently,Usuarios 2-5,text,true,,477,186,1,1,http://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,358,0,180
1728233637045,862,Iniciar sesión-1,200,OK,Usuarios 2-5,text,true,,46921,186,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,691,0,353
1728233637908,536,Formulario,200,OK,Usuarios 2-5,text,true,,47385,1829,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,179,0,0
1728233637908,179,Formulario-0,301,Moved Permanently,Usuarios 2-5,text,true,,434,775,1,1,http://demo.serenity.is/Northwind/Supplier#edit/18,179,0,0
1728233638088,173,Formulario-1,302,Found,Usuarios 2-5,,true,,291,512,1,1,https://demo.serenity.is/Northwind/Supplier,173,0,0
1728233638261,183,Formulario-2,200,OK,Usuarios 2-5,text,true,,46660,542,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,179,0,0
1728233638445,182,Cerrar sesión,301,Moved Permanently,Usuarios 2-5,text,true,,426,504,1,1,http://demo.serenity.is/Account/Signout,182,0,0
1728233642657,2562,Iniciar sesión,200,OK,Usuarios 1-4,text,true,,47398,372,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,606,0,175
1728233642657,606,Iniciar sesión-0,301,Moved Permanently,Usuarios 1-4,text,true,,477,186,1,1,http://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,606,0,175
1728233643264,1955,Iniciar sesión-1,200,OK,Usuarios 1-4,text,true,,46921,186,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,1569,0,886
1728233645223,1866,Formulario,200,OK,Usuarios 1-4,text,true,,47377,1829,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,544,0,0
1728233645223,545,Formulario-0,301,Moved Permanently,Usuarios 1-4,text,true,,434,775,1,1,http://demo.serenity.is/Northwind/Supplier#edit/18,544,0,0
1728233645768,439,Formulario-1,302,Found,Usuarios 1-4,,true,,291,512,1,1,https://demo.serenity.is/Northwind/Supplier,439,0,0
1728233646207,882,Formulario-2,200,OK,Usuarios 1-4,text,true,,46652,542,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,442,0,0
1728233647090,361,Cerrar sesión,301,Moved Permanently,Usuarios 1-4,text,true,,426,504,1,1,http://demo.serenity.is/Account/Signout,361,0,0
1728233648676,1309,Iniciar sesión,200,OK,Usuarios 2-6,text,true,,47398,372,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,420,0,241
1728233648676,420,Iniciar sesión-0,301,Moved Permanently,Usuarios 2-6,text,true,,477,186,1,1,http://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,420,0,241
1728233649097,888,Iniciar sesión-1,200,OK,Usuarios 2-6,text,true,,46921,186,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,712,0,369
1728233649986,524,Formulario,200,OK,Usuarios 2-6,text,true,,47377,1829,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,169,0,0
1728233649986,169,Formulario-0,301,Moved Permanently,Usuarios 2-6,text,true,,434,775,1,1,http://demo.serenity.is/Northwind/Supplier#edit/18,169,0,0
1728233650155,174,Formulario-1,302,Found,Usuarios 2-6,,true,,291,512,1,1,https://demo.serenity.is/Northwind/Supplier,174,0,0
1728233650329,181,Formulario-2,200,OK,Usuarios 2-6,text,true,,46652,542,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,180,0,0
1728233650511,180,Cerrar sesión,301,Moved Permanently,Usuarios 2-6,text,true,,426,504,1,1,http://demo.serenity.is/Account/Signout,180,0,0
1728233660674,2723,Iniciar sesión,200,OK,Usuarios 2-7,text,true,,47398,372,1,2,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,1082,0,722
1728233660674,1083,Iniciar sesión-0,301,Moved Permanently,Usuarios 2-7,text,true,,477,186,1,2,http://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,1082,0,722
1728233661758,1639,Iniciar sesión-1,200,OK,Usuarios 2-7,text,true,,46921,186,1,2,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,1462,0,883
1728233660654,2758,Iniciar sesión,200,OK,Usuarios 1-5,text,true,,47398,372,1,2,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,1102,0,742
1728233660654,1103,Iniciar sesión-0,301,Moved Permanently,Usuarios 1-5,text,true,,477,186,1,2,http://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,1102,0,742
1728233661758,1654,Iniciar sesión-1,200,OK,Usuarios 1-5,text,true,,46921,186,1,2,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,1470,0,883
1728233663398,536,Formulario,200,OK,Usuarios 2-7,text,true,,47377,1829,1,2,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,181,0,0
1728233663398,181,Formulario-0,301,Moved Permanently,Usuarios 2-7,text,true,,434,775,1,2,http://demo.serenity.is/Northwind/Supplier#edit/18,181,0,0
1728233663579,176,Formulario-1,302,Found,Usuarios 2-7,,true,,291,512,1,2,https://demo.serenity.is/Northwind/Supplier,176,0,0
1728233663755,179,Formulario-2,200,OK,Usuarios 2-7,text,true,,46652,542,1,2,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,176,0,0
1728233663413,552,Formulario,200,OK,Usuarios 1-5,text,true,,47377,1829,1,2,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,173,0,0
1728233663413,173,Formulario-0,301,Moved Permanently,Usuarios 1-5,text,true,,434,775,1,2,http://demo.serenity.is/Northwind/Supplier#edit/18,173,0,0
1728233663586,177,Formulario-1,302,Found,Usuarios 1-5,,true,,291,512,1,2,https://demo.serenity.is/Northwind/Supplier,177,0,0
1728233663764,201,Formulario-2,200,OK,Usuarios 1-5,text,true,,46652,542,1,2,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,200,0,0
1728233663935,173,Cerrar sesión,301,Moved Permanently,Usuarios 2-7,text,true,,426,504,1,2,http://demo.serenity.is/Account/Signout,173,0,0
1728233663966,177,Cerrar sesión,301,Moved Permanently,Usuarios 1-5,text,true,,426,504,1,1,http://demo.serenity.is/Account/Signout,177,0,0
1728233672674,3017,Iniciar sesión,200,OK,Usuarios 2-8,text,true,,47398,372,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,755,0,503
1728233672674,755,Iniciar sesión-0,301,Moved Permanently,Usuarios 2-8,text,true,,477,186,1,1,http://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,755,0,503
1728233673430,2261,Iniciar sesión-1,200,OK,Usuarios 2-8,text,true,,46921,186,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,1825,0,947
1728233675696,1253,Formulario,200,OK,Usuarios 2-8,text,true,,47377,1829,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,348,0,0
1728233675696,348,Formulario-0,301,Moved Permanently,Usuarios 2-8,text,true,,434,775,1,1,http://demo.serenity.is/Northwind/Supplier#edit/18,348,0,0
1728233676044,454,Formulario-1,302,Found,Usuarios 2-8,,true,,291,512,1,1,https://demo.serenity.is/Northwind/Supplier,454,0,0
1728233676498,451,Formulario-2,200,OK,Usuarios 2-8,text,true,,46652,542,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,445,0,0
1728233676950,389,Cerrar sesión,301,Moved Permanently,Usuarios 2-8,text,true,,426,504,1,1,http://demo.serenity.is/Account/Signout,388,0,0
1728233678651,1297,Iniciar sesión,200,OK,Usuarios 1-6,text,true,,47398,372,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,389,0,202
1728233678651,389,Iniciar sesión-0,301,Moved Permanently,Usuarios 1-6,text,true,,477,186,1,1,http://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,389,0,202
1728233679040,908,Iniciar sesión-1,200,OK,Usuarios 1-6,text,true,,46921,186,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,714,0,370
1728233679948,573,Formulario,200,OK,Usuarios 1-6,text,true,,47385,1829,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,183,0,0
1728233679948,183,Formulario-0,301,Moved Permanently,Usuarios 1-6,text,true,,434,775,1,1,http://demo.serenity.is/Northwind/Supplier#edit/18,183,0,0
1728233680131,205,Formulario-1,302,Found,Usuarios 1-6,,true,,291,512,1,1,https://demo.serenity.is/Northwind/Supplier,205,0,0
1728233680336,185,Formulario-2,200,OK,Usuarios 1-6,text,true,,46660,542,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,183,0,0
1728233680522,193,Cerrar sesión,301,Moved Permanently,Usuarios 1-6,text,true,,426,504,1,1,http://demo.serenity.is/Account/Signout,193,0,0
1728233684674,1921,Iniciar sesión,200,OK,Usuarios 2-9,text,true,,47398,372,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,371,0,196
1728233684674,371,Iniciar sesión-0,301,Moved Permanently,Usuarios 2-9,text,true,,477,186,1,1,http://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,371,0,196
1728233685046,1549,Iniciar sesión-1,200,OK,Usuarios 2-9,text,true,,46921,186,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,1111,0,350
1728233686596,2513,Formulario,200,OK,Usuarios 2-9,text,true,,47377,1829,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,435,0,0
1728233686596,435,Formulario-0,301,Moved Permanently,Usuarios 2-9,text,true,,434,775,1,1,http://demo.serenity.is/Northwind/Supplier#edit/18,435,0,0
1728233687031,440,Formulario-1,302,Found,Usuarios 2-9,,true,,291,512,1,1,https://demo.serenity.is/Northwind/Supplier,440,0,0
1728233687471,1638,Formulario-2,200,OK,Usuarios 2-9,text,true,,46652,542,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,262,0,0
1728233689110,436,Cerrar sesión,301,Moved Permanently,Usuarios 2-9,text,true,,426,504,1,1,http://demo.serenity.is/Account/Signout,436,0,0
1728233696673,1254,Iniciar sesión,200,OK,Usuarios 2-10,text,true,,47398,372,1,2,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,354,0,180
1728233696673,355,Iniciar sesión-0,301,Moved Permanently,Usuarios 2-10,text,true,,477,186,1,2,http://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,354,0,180
1728233697028,899,Iniciar sesión-1,200,OK,Usuarios 2-10,text,true,,46921,186,1,2,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,727,0,372
1728233696656,1281,Iniciar sesión,200,OK,Usuarios 1-7,text,true,,47398,372,1,2,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,375,0,190
1728233696656,375,Iniciar sesión-0,301,Moved Permanently,Usuarios 1-7,text,true,,477,186,1,2,http://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,375,0,190
1728233697032,905,Iniciar sesión-1,200,OK,Usuarios 1-7,text,true,,46921,186,1,2,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,731,0,367
1728233697928,571,Formulario,200,OK,Usuarios 2-10,text,true,,47377,1829,1,2,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,189,0,0
1728233697928,189,Formulario-0,301,Moved Permanently,Usuarios 2-10,text,true,,434,775,1,2,http://demo.serenity.is/Northwind/Supplier#edit/18,189,0,0
1728233698117,193,Formulario-1,302,Found,Usuarios 2-10,,true,,291,512,1,2,https://demo.serenity.is/Northwind/Supplier,193,0,0
1728233698310,189,Formulario-2,200,OK,Usuarios 2-10,text,true,,46652,542,1,2,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,186,0,0
1728233697938,565,Formulario,200,OK,Usuarios 1-7,text,true,,47385,1829,1,2,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,188,0,0
1728233697938,188,Formulario-0,301,Moved Permanently,Usuarios 1-7,text,true,,434,775,1,2,http://demo.serenity.is/Northwind/Supplier#edit/18,188,0,0
1728233698127,190,Formulario-1,302,Found,Usuarios 1-7,,true,,291,512,1,2,https://demo.serenity.is/Northwind/Supplier,190,0,0
1728233698317,186,Formulario-2,200,OK,Usuarios 1-7,text,true,,46660,542,1,2,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,182,0,0
1728233698500,178,Cerrar sesión,301,Moved Permanently,Usuarios 2-10,text,true,,426,504,1,2,http://demo.serenity.is/Account/Signout,177,0,0
1728233698504,178,Cerrar sesión,301,Moved Permanently,Usuarios 1-7,text,true,,426,504,1,1,http://demo.serenity.is/Account/Signout,178,0,0
1728233708672,1251,Iniciar sesión,200,OK,Usuarios 2-11,text,true,,47398,372,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,360,0,169
1728233708672,360,Iniciar sesión-0,301,Moved Permanently,Usuarios 2-11,text,true,,477,186,1,1,http://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,360,0,169
1728233709035,888,Iniciar sesión-1,200,OK,Usuarios 2-11,text,true,,46921,186,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,714,0,366
1728233709924,561,Formulario,200,OK,Usuarios 2-11,text,true,,47377,1829,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,204,0,0
1728233709924,204,Formulario-0,301,Moved Permanently,Usuarios 2-11,text,true,,434,775,1,1,http://demo.serenity.is/Northwind/Supplier#edit/18,204,0,0
1728233710129,173,Formulario-1,302,Found,Usuarios 2-11,,true,,291,512,1,1,https://demo.serenity.is/Northwind/Supplier,173,0,0
1728233710303,182,Formulario-2,200,OK,Usuarios 2-11,text,true,,46652,542,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,181,0,0
1728233710486,186,Cerrar sesión,301,Moved Permanently,Usuarios 2-11,text,true,,426,504,1,1,http://demo.serenity.is/Account/Signout,185,0,0
1728233714651,3082,Iniciar sesión,200,OK,Usuarios 1-8,text,true,,47398,372,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,997,0,557
1728233714651,997,Iniciar sesión-0,301,Moved Permanently,Usuarios 1-8,text,true,,477,186,1,1,http://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,997,0,557
1728233715649,2084,Iniciar sesión-1,200,OK,Usuarios 1-8,text,true,,46921,186,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,1644,0,695
1728233717734,1242,Formulario,200,OK,Usuarios 1-8,text,true,,47377,1829,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,436,0,0
1728233717734,436,Formulario-0,301,Moved Permanently,Usuarios 1-8,text,true,,434,775,1,1,http://demo.serenity.is/Northwind/Supplier#edit/18,436,0,0
1728233718171,440,Formulario-1,302,Found,Usuarios 1-8,,true,,291,512,1,1,https://demo.serenity.is/Northwind/Supplier,440,0,0
1728233718611,365,Formulario-2,200,OK,Usuarios 1-8,text,true,,46652,542,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,364,0,0
1728233718976,436,Cerrar sesión,301,Moved Permanently,Usuarios 1-8,text,true,,426,504,1,1,http://demo.serenity.is/Account/Signout,436,0,0
1728233720673,1283,Iniciar sesión,200,OK,Usuarios 2-12,text,true,,47398,372,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,397,0,177
1728233720673,397,Iniciar sesión-0,301,Moved Permanently,Usuarios 2-12,text,true,,477,186,1,1,http://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,397,0,177
1728233721071,885,Iniciar sesión-1,200,OK,Usuarios 2-12,text,true,,46921,186,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,711,0,363
1728233721957,526,Formulario,200,OK,Usuarios 2-12,text,true,,47377,1829,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,169,0,0
1728233721957,169,Formulario-0,301,Moved Permanently,Usuarios 2-12,text,true,,434,775,1,1,http://demo.serenity.is/Northwind/Supplier#edit/18,169,0,0
