timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1728229820683,1144,Iniciar sesión-0,301,Moved Permanently,Usuarios 1-3,text,true,,477,186,1,1,http://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,1144,0,703
1728229821828,2070,Iniciar sesión-1,200,OK,Usuarios 1-3,text,true,,47296,186,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,1667,0,804
1728229823899,535,Formulario,200,OK,Usuarios 1-3,text,true,,47760,1829,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,179,0,0
1728229823899,179,Formulario-0,301,Moved Permanently,Usuarios 1-3,text,true,,434,775,1,1,http://demo.serenity.is/Northwind/Supplier#edit/18,179,0,0
1728229824079,167,Formulario-1,302,Found,Usuarios 1-3,,true,,291,512,1,1,https://demo.serenity.is/Northwind/Supplier,167,0,0
1728229824247,187,Formulario-2,200,OK,Usuarios 1-3,text,true,,47035,542,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,181,0,0
1728229824435,175,Cerrar sesión,301,Moved Permanently,Usuarios 1-3,text,true,,426,504,1,1,http://demo.serenity.is/Account/Signout,175,0,0
1728229832669,3052,Iniciar sesión,200,OK,Usuarios 1-4,text,true,,47773,372,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,940,0,499
1728229832669,940,Iniciar sesión-0,301,Moved Permanently,Usuarios 1-4,text,true,,477,186,1,1,http://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,940,0,499
1728229833610,2111,Iniciar sesión-1,200,OK,Usuarios 1-4,text,true,,47296,186,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,1658,0,715
1728229835738,2513,Formulario,200,OK,Usuarios 1-4,text,true,,47760,1829,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,417,0,0
1728229835738,417,Formulario-0,301,Moved Permanently,Usuarios 1-4,text,true,,434,775,1,1,http://demo.serenity.is/Northwind/Supplier#edit/18,417,0,0
1728229836155,439,Formulario-1,302,Found,Usuarios 1-4,,true,,291,512,1,1,https://demo.serenity.is/Northwind/Supplier,439,0,0
1728229836594,1657,Formulario-2,200,OK,Usuarios 1-4,text,true,,47035,542,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,367,0,0
1728229838254,189,Cerrar sesión,301,Moved Permanently,Usuarios 1-4,text,true,,426,504,1,1,http://demo.serenity.is/Account/Signout,188,0,0
1728229844675,1311,Iniciar sesión,200,OK,Usuarios 1-5,text,true,,47773,372,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,358,0,176
1728229844675,358,Iniciar sesión-0,301,Moved Permanently,Usuarios 1-5,text,true,,477,186,1,1,http://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,358,0,176
1728229845035,951,Iniciar sesión-1,200,OK,Usuarios 1-5,text,true,,47296,186,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,770,0,401
1728229845987,530,Formulario,200,OK,Usuarios 1-5,text,true,,47752,1829,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,176,0,0
1728229845987,176,Formulario-0,301,Moved Permanently,Usuarios 1-5,text,true,,434,775,1,1,http://demo.serenity.is/Northwind/Supplier#edit/18,176,0,0
1728229846163,170,Formulario-1,302,Found,Usuarios 1-5,,true,,291,512,1,1,https://demo.serenity.is/Northwind/Supplier,170,0,0
1728229846334,183,Formulario-2,200,OK,Usuarios 1-5,text,true,,47027,542,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,182,0,0
1728229846518,174,Cerrar sesión,301,Moved Permanently,Usuarios 1-5,text,true,,426,504,1,1,http://demo.serenity.is/Account/Signout,173,0,0
1728229856667,1248,Iniciar sesión,200,OK,Usuarios 1-6,text,true,,47773,372,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,363,0,177
1728229856667,363,Iniciar sesión-0,301,Moved Permanently,Usuarios 1-6,text,true,,477,186,1,1,http://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,363,0,177
1728229857031,884,Iniciar sesión-1,200,OK,Usuarios 1-6,text,true,,47296,186,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,704,0,363
1728229857916,514,Formulario,200,OK,Usuarios 1-6,text,true,,47752,1829,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,174,0,0
1728229857916,174,Formulario-0,301,Moved Permanently,Usuarios 1-6,text,true,,434,775,1,1,http://demo.serenity.is/Northwind/Supplier#edit/18,174,0,0
1728229858091,168,Formulario-1,302,Found,Usuarios 1-6,,true,,291,512,1,1,https://demo.serenity.is/Northwind/Supplier,168,0,0
1728229858259,171,Formulario-2,200,OK,Usuarios 1-6,text,true,,47027,542,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,169,0,0
1728229858431,176,Cerrar sesión,301,Moved Permanently,Usuarios 1-6,text,true,,426,504,1,1,http://demo.serenity.is/Account/Signout,176,0,0
1728229868665,1263,Iniciar sesión,200,OK,Usuarios 1-7,text,true,,47773,372,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,390,0,200
1728229868665,390,Iniciar sesión-0,301,Moved Permanently,Usuarios 1-7,text,true,,477,186,1,1,http://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,390,0,200
1728229869056,872,Iniciar sesión-1,200,OK,Usuarios 1-7,text,true,,47296,186,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,703,0,356
1728229869929,576,Formulario,200,OK,Usuarios 1-7,text,true,,47752,1829,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,195,0,0
1728229869929,195,Formulario-0,301,Moved Permanently,Usuarios 1-7,text,true,,434,775,1,1,http://demo.serenity.is/Northwind/Supplier#edit/18,195,0,0
1728229870124,199,Formulario-1,302,Found,Usuarios 1-7,,true,,291,512,1,1,https://demo.serenity.is/Northwind/Supplier,199,0,0
1728229870324,181,Formulario-2,200,OK,Usuarios 1-7,text,true,,47027,542,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,180,0,0
1728229870506,185,Cerrar sesión,301,Moved Permanently,Usuarios 1-7,text,true,,426,504,1,1,http://demo.serenity.is/Account/Signout,185,0,0
1728229880665,1703,Iniciar sesión,200,OK,Usuarios 1-8,text,true,,47773,372,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,800,0,622
1728229880665,800,Iniciar sesión-0,301,Moved Permanently,Usuarios 1-8,text,true,,477,186,1,1,http://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,800,0,622
1728229881466,902,Iniciar sesión-1,200,OK,Usuarios 1-8,text,true,,47296,186,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,730,0,372
1728229882369,559,Formulario,200,OK,Usuarios 1-8,text,true,,47752,1829,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,179,0,0
1728229882369,179,Formulario-0,301,Moved Permanently,Usuarios 1-8,text,true,,434,775,1,1,http://demo.serenity.is/Northwind/Supplier#edit/18,179,0,0
1728229882548,172,Formulario-1,302,Found,Usuarios 1-8,,true,,291,512,1,1,https://demo.serenity.is/Northwind/Supplier,172,0,0
1728229882720,208,Formulario-2,200,OK,Usuarios 1-8,text,true,,47027,542,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,207,0,0
1728229882929,180,Cerrar sesión,301,Moved Permanently,Usuarios 1-8,text,true,,426,504,1,1,http://demo.serenity.is/Account/Signout,179,0,0
1728229892664,2945,Iniciar sesión,200,OK,Usuarios 1-9,text,true,,47781,372,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,837,0,396
1728229892664,837,Iniciar sesión-0,301,Moved Permanently,Usuarios 1-9,text,true,,477,186,1,1,http://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,837,0,396
1728229893502,2107,Iniciar sesión-1,200,OK,Usuarios 1-9,text,true,,47304,186,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,1689,0,792
1728229895615,527,Formulario,200,OK,Usuarios 1-9,text,true,,47752,1829,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,171,0,0
1728229895615,171,Formulario-0,301,Moved Permanently,Usuarios 1-9,text,true,,434,775,1,1,http://demo.serenity.is/Northwind/Supplier#edit/18,171,0,0
1728229895787,173,Formulario-1,302,Found,Usuarios 1-9,,true,,291,512,1,1,https://demo.serenity.is/Northwind/Supplier,173,0,0
1728229895960,182,Formulario-2,200,OK,Usuarios 1-9,text,true,,47027,542,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,181,0,0
1728229896144,173,Cerrar sesión,301,Moved Permanently,Usuarios 1-9,text,true,,426,504,1,1,http://demo.serenity.is/Account/Signout,173,0,0
1728229904664,3165,Iniciar sesión,200,OK,Usuarios 1-10,text,true,,47773,372,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,1086,0,636
1728229904664,1086,Iniciar sesión-0,301,Moved Permanently,Usuarios 1-10,text,true,,477,186,1,1,http://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,1086,0,636
1728229905751,2078,Iniciar sesión-1,200,OK,Usuarios 1-10,text,true,,47296,186,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,1643,0,659
1728229907831,3178,Formulario,200,OK,Usuarios 1-10,text,true,,47752,1829,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,434,0,0
1728229907831,434,Formulario-0,301,Moved Permanently,Usuarios 1-10,text,true,,434,775,1,1,http://demo.serenity.is/Northwind/Supplier#edit/18,434,0,0
1728229908266,361,Formulario-1,302,Found,Usuarios 1-10,,true,,291,512,1,1,https://demo.serenity.is/Northwind/Supplier,361,0,0
1728229908628,2381,Formulario-2,200,OK,Usuarios 1-10,text,true,,47027,542,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,442,0,0
1728229911010,179,Cerrar sesión,301,Moved Permanently,Usuarios 1-10,text,true,,426,504,1,1,http://demo.serenity.is/Account/Signout,179,0,0
1728229916663,1264,Iniciar sesión,200,OK,Usuarios 1-11,text,true,,47773,372,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,356,0,173
1728229916663,357,Iniciar sesión-0,301,Moved Permanently,Usuarios 1-11,text,true,,477,186,1,1,http://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,356,0,173
1728229917019,908,Iniciar sesión-1,200,OK,Usuarios 1-11,text,true,,47296,186,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,734,0,378
1728229917928,884,Formulario,200,OK,Usuarios 1-11,text,true,,47752,1829,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,169,0,0
1728229917928,169,Formulario-0,301,Moved Permanently,Usuarios 1-11,text,true,,434,775,1,1,http://demo.serenity.is/Northwind/Supplier#edit/18,169,0,0
1728229918097,179,Formulario-1,302,Found,Usuarios 1-11,,true,,291,512,1,1,https://demo.serenity.is/Northwind/Supplier,179,0,0
1728229918277,535,Formulario-2,200,OK,Usuarios 1-11,text,true,,47027,542,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,490,0,0
1728229918813,388,Cerrar sesión,301,Moved Permanently,Usuarios 1-11,text,true,,426,504,1,1,http://demo.serenity.is/Account/Signout,388,0,0
1728229928664,1272,Iniciar sesión,200,OK,Usuarios 1-12,text,true,,47773,372,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,368,0,183
1728229928664,368,Iniciar sesión-0,301,Moved Permanently,Usuarios 1-12,text,true,,477,186,1,1,http://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,368,0,183
1728229929033,903,Iniciar sesión-1,200,OK,Usuarios 1-12,text,true,,47296,186,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,724,0,373
1728229929937,551,Formulario,200,OK,Usuarios 1-12,text,true,,47752,1829,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,191,0,0
1728229929937,191,Formulario-0,301,Moved Permanently,Usuarios 1-12,text,true,,434,775,1,1,http://demo.serenity.is/Northwind/Supplier#edit/18,191,0,0
1728229930129,180,Formulario-1,302,Found,Usuarios 1-12,,true,,291,512,1,1,https://demo.serenity.is/Northwind/Supplier,180,0,0
1728229930309,179,Formulario-2,200,OK,Usuarios 1-12,text,true,,47027,542,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,178,0,0
1728229930488,176,Cerrar sesión,301,Moved Permanently,Usuarios 1-12,text,true,,426,504,1,1,http://demo.serenity.is/Account/Signout,176,0,0
1728229940665,1278,Iniciar sesión,200,OK,Usuarios 1-13,text,true,,47773,372,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,356,0,175
1728229940665,356,Iniciar sesión-0,301,Moved Permanently,Usuarios 1-13,text,true,,477,186,1,1,http://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,356,0,175
1728229941022,921,Iniciar sesión-1,200,OK,Usuarios 1-13,text,true,,47296,186,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,751,0,374
1728229941944,534,Formulario,200,OK,Usuarios 1-13,text,true,,47752,1829,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,176,0,0
1728229941944,176,Formulario-0,301,Moved Permanently,Usuarios 1-13,text,true,,434,775,1,1,http://demo.serenity.is/Northwind/Supplier#edit/18,176,0,0
1728229942121,182,Formulario-1,302,Found,Usuarios 1-13,,true,,291,512,1,1,https://demo.serenity.is/Northwind/Supplier,182,0,0
1728229942303,175,Formulario-2,200,OK,Usuarios 1-13,text,true,,47027,542,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,173,0,0
1728229942480,179,Cerrar sesión,301,Moved Permanently,Usuarios 1-13,text,true,,426,504,1,1,http://demo.serenity.is/Account/Signout,178,0,0
1728229952669,1459,Iniciar sesión,200,OK,Usuarios 1-14,text,true,,47773,372,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,518,0,338
1728229952669,518,Iniciar sesión-0,301,Moved Permanently,Usuarios 1-14,text,true,,477,186,1,1,http://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,518,0,338
1728229953188,940,Iniciar sesión-1,200,OK,Usuarios 1-14,text,true,,47296,186,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,762,0,395
1728229954131,534,Formulario,200,OK,Usuarios 1-14,text,true,,47752,1829,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,176,0,0
1728229954131,176,Formulario-0,301,Moved Permanently,Usuarios 1-14,text,true,,434,775,1,1,http://demo.serenity.is/Northwind/Supplier#edit/18,176,0,0
1728229954307,178,Formulario-1,302,Found,Usuarios 1-14,,true,,291,512,1,1,https://demo.serenity.is/Northwind/Supplier,178,0,0
1728229954486,179,Formulario-2,200,OK,Usuarios 1-14,text,true,,47027,542,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,177,0,0
1728229954665,173,Cerrar sesión,301,Moved Permanently,Usuarios 1-14,text,true,,426,504,1,1,http://demo.serenity.is/Account/Signout,173,0,0
1728229964665,2669,Iniciar sesión,200,OK,Usuarios 1-15,text,true,,47773,372,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,836,0,395
1728229964665,836,Iniciar sesión-0,301,Moved Permanently,Usuarios 1-15,text,true,,477,186,1,1,http://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,836,0,395
1728229965503,1831,Iniciar sesión-1,200,OK,Usuarios 1-15,text,true,,47296,186,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,1652,0,804
1728229967334,529,Formulario,200,OK,Usuarios 1-15,text,true,,47760,1829,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,173,0,0
1728229967334,173,Formulario-0,301,Moved Permanently,Usuarios 1-15,text,true,,434,775,1,1,http://demo.serenity.is/Northwind/Supplier#edit/18,173,0,0
1728229967507,176,Formulario-1,302,Found,Usuarios 1-15,,true,,291,512,1,1,https://demo.serenity.is/Northwind/Supplier,176,0,0
1728229967684,179,Formulario-2,200,OK,Usuarios 1-15,text,true,,47035,542,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,177,0,0
1728229967864,176,Cerrar sesión,301,Moved Permanently,Usuarios 1-15,text,true,,426,504,1,1,http://demo.serenity.is/Account/Signout,176,0,0
1728229976680,3146,Iniciar sesión,200,OK,Usuarios 1-16,text,true,,47773,372,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,876,0,624
1728229976680,877,Iniciar sesión-0,301,Moved Permanently,Usuarios 1-16,text,true,,477,186,1,1,http://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,876,0,624
1728229977558,2268,Iniciar sesión-1,200,OK,Usuarios 1-16,text,true,,47296,186,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,1828,0,956
1728229979828,2281,Formulario,200,OK,Usuarios 1-16,text,true,,47752,1829,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,358,0,0
1728229979828,358,Formulario-0,301,Moved Permanently,Usuarios 1-16,text,true,,434,775,1,1,http://demo.serenity.is/Northwind/Supplier#edit/18,358,0,0
1728229980187,436,Formulario-1,302,Found,Usuarios 1-16,,true,,291,512,1,1,https://demo.serenity.is/Northwind/Supplier,436,0,0
1728229980623,1486,Formulario-2,200,OK,Usuarios 1-16,text,true,,47027,542,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,444,0,0
1728229982111,196,Cerrar sesión,301,Moved Permanently,Usuarios 1-16,text,true,,426,504,1,1,http://demo.serenity.is/Account/Signout,196,0,0
1728229988663,1263,Iniciar sesión,200,OK,Usuarios 1-17,text,true,,47773,372,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,370,0,181
1728229988663,371,Iniciar sesión-0,301,Moved Permanently,Usuarios 1-17,text,true,,477,186,1,1,http://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,370,0,181
1728229989034,892,Iniciar sesión-1,200,OK,Usuarios 1-17,text,true,,47296,186,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,717,0,377
1728229989927,1988,Formulario,200,OK,Usuarios 1-17,text,true,,47752,1829,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,848,0,0
1728229989927,848,Formulario-0,301,Moved Permanently,Usuarios 1-17,text,true,,434,775,1,1,http://demo.serenity.is/Northwind/Supplier#edit/18,848,0,0
1728229990775,439,Formulario-1,302,Found,Usuarios 1-17,,true,,291,512,1,1,https://demo.serenity.is/Northwind/Supplier,439,0,0
1728229991215,700,Formulario-2,200,OK,Usuarios 1-17,text,true,,47027,542,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,451,0,0
1728229991916,394,Cerrar sesión,301,Moved Permanently,Usuarios 1-17,text,true,,426,504,1,1,http://demo.serenity.is/Account/Signout,394,0,0
1728230000665,1214,Iniciar sesión,200,OK,Usuarios 1-18,text,true,,47773,372,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,350,0,171
1728230000665,350,Iniciar sesión-0,301,Moved Permanently,Usuarios 1-18,text,true,,477,186,1,1,http://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,350,0,171
1728230001016,863,Iniciar sesión-1,200,OK,Usuarios 1-18,text,true,,47296,186,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,693,0,357
1728230001880,522,Formulario,200,OK,Usuarios 1-18,text,true,,47752,1829,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,177,0,0
1728230001880,177,Formulario-0,301,Moved Permanently,Usuarios 1-18,text,true,,434,775,1,1,http://demo.serenity.is/Northwind/Supplier#edit/18,177,0,0
1728230002057,174,Formulario-1,302,Found,Usuarios 1-18,,true,,291,512,1,1,https://demo.serenity.is/Northwind/Supplier,174,0,0
1728230002232,170,Formulario-2,200,OK,Usuarios 1-18,text,true,,47027,542,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,169,0,0
1728230002403,178,Cerrar sesión,301,Moved Permanently,Usuarios 1-18,text,true,,426,504,1,1,http://demo.serenity.is/Account/Signout,178,0,0
1728230012665,1248,Iniciar sesión,200,OK,Usuarios 1-19,text,true,,47781,372,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,367,0,183
1728230012665,367,Iniciar sesión-0,301,Moved Permanently,Usuarios 1-19,text,true,,477,186,1,1,http://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,367,0,183
1728230013033,880,Iniciar sesión-1,200,OK,Usuarios 1-19,text,true,,47304,186,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,712,0,369
1728230013915,530,Formulario,200,OK,Usuarios 1-19,text,true,,47760,1829,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,180,0,0
1728230013915,180,Formulario-0,301,Moved Permanently,Usuarios 1-19,text,true,,434,775,1,1,http://demo.serenity.is/Northwind/Supplier#edit/18,180,0,0
1728230014095,170,Formulario-1,302,Found,Usuarios 1-19,,true,,291,512,1,1,https://demo.serenity.is/Northwind/Supplier,170,0,0
1728230014266,179,Formulario-2,200,OK,Usuarios 1-19,text,true,,47035,542,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,175,0,0
1728230014446,181,Cerrar sesión,301,Moved Permanently,Usuarios 1-19,text,true,,426,504,1,1,http://demo.serenity.is/Account/Signout,181,0,0
1728230024677,1250,Iniciar sesión,200,OK,Usuarios 1-20,text,true,,47773,372,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,369,0,185
1728230024677,369,Iniciar sesión-0,301,Moved Permanently,Usuarios 1-20,text,true,,477,186,1,1,http://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,369,0,185
1728230025046,881,Iniciar sesión-1,200,OK,Usuarios 1-20,text,true,,47296,186,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2F&demouser=admin&password=serenity,704,0,362
1728230025928,544,Formulario,200,OK,Usuarios 1-20,text,true,,47752,1829,1,1,https://demo.serenity.is/Account/Login/?ReturnUrl=%2FNorthwind%2FSupplier,169,0,0
1728230025928,169,Formulario-0,301,Moved Permanently,Usuarios 1-20,text,true,,434,775,1,1,http://demo.serenity.is/Northwind/Supplier#edit/18,169,0,0
